SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,October-12-2021,Single Family Residential,568 NW 50th St,Miami,FL,33127,590000,3,2.0,BAY VISTA PARK AMD PL,1574,5300,1926,,375,,Sold,,,https://www.redfin.com/FL/Miami/568-NW-50th-St-33127/home/43408190,MARMLS,A10980830,N,Y,25.8210885,-80.2053113
PAST SALE,,Other,408 NW 52nd St,Miami,FL,33127,260000,,,,,7200,,,,,,,,https://www.redfin.com/FL/Miami/408-NW-52nd-St-33127/home/167998537,,,N,Y,25.8229532,-80.2029607
PAST SALE,August-31-2021,Single Family Residential,121 NW 41st St,Miami,FL,33127,459000,3,1.0,BUENA VISTA HEIGHTS ADDN,1584,7200,1920,,290,,Sold,,,https://www.redfin.com/FL/Miami/121-NW-41st-St-33127/home/42689367,MARMLS,A11094391,N,Y,25.8142804,-80.1979894
PAST SALE,June-11-2021,Single Family Residential,18 NE 42nd St,Miami,FL,33137,950000,6,3.0,BILTMORE SUB,2360,5000,1924,,403,,Sold,,,https://www.redfin.com/FL/Miami/18-NE-42nd-St-33137/home/42689544,MARMLS,A10862977,N,Y,25.8146285,-80.1950255
PAST SALE,November-3-2021,Single Family Residential,100 NE 49th St,Miami,FL,33137,495000,3,1.0,BELLAIRE SUB,1350,7260,1939,,367,,Sold,,,https://www.redfin.com/FL/Miami/100-NE-49th-St-33137/home/42689725,MARMLS,A11095464,N,Y,25.8203004,-80.1936743
PAST SALE,October-7-2021,Single Family Residential,93 NW 49th St,Miami,FL,33127,405000,3,1.0,PULLMAN PK,1311,5500,1938,,309,,Sold,,,https://www.redfin.com/FL/Miami/93-NW-49th-St-33127/home/42689652,MARMLS,A11085133,N,Y,25.8209719,-80.1975099
PAST SALE,,Multi-Family (2-4 Unit),164 NW 52nd St,Miami,FL,33127,342500,2,1.0,,1110,7200,1937,,309,,,,,https://www.redfin.com/FL/Miami/164-NW-52nd-St-33127/home/42690054,,,N,Y,25.8231219,-80.1989998
PAST SALE,September-21-2021,Single Family Residential,168 NE 46th St,Miami,FL,33137,1225000,3,3.0,Shadowlawn,1863,6250,1934,,658,,Sold,,,https://www.redfin.com/FL/Miami/168-NE-46th-St-33137/home/42690440,Beaches MLS,RX-10739943,N,Y,25.8176414,-80.1922359
PAST SALE,September-13-2021,Single Family Residential,4300 NE 1st Ave,Miami,FL,33137,1650000,3,3.0,BILTMORE SUB,3695,10500,1928,,447,,Sold,,,https://www.redfin.com/FL/Miami/4300-NE-1st-Ave-33137/home/42690499,MARMLS,A11067161,N,Y,25.8158207,-80.1937179
PAST SALE,,Single Family Residential,52 NE 51st St,Miami,FL,33137,310000,2,1.0,,1188,5500,1938,,261,,,,,https://www.redfin.com/FL/Miami/52-NE-51st-St-33137/home/42691100,,,N,Y,25.8225668,-80.1947204
PAST SALE,July-16-2021,Single Family Residential,130 NE 45th St,Miami,FL,33137,1000000,4,3.5,BILTMORE SUB,2505,7875,1926,,399,,Sold,,,https://www.redfin.com/FL/Miami/130-NE-45th-St-33137/home/42691249,MARMLS,A10926841,N,Y,25.8168137,-80.1928462
PAST SALE,August-19-2021,Single Family Residential,221 NE 44th St,Miami,FL,33137,830000,3,3.0,BRENTWOOD,1572,7475,1947,,528,,Sold,,,https://www.redfin.com/FL/Miami/221-NE-44th-St-33137/home/42721096,MARMLS,A11051223,N,Y,25.8165251,-80.1909501
PAST SALE,,Single Family Residential,211 NE 46th St,Miami,FL,33137,815000,4,3.0,,1429,7000,1940,,570,,,,,https://www.redfin.com/FL/Miami/211-NE-46th-St-33137/home/42730089,,,N,Y,25.8181135,-80.1911026
PAST SALE,July-30-2021,Single Family Residential,168 NE 47th St,Miami,FL,33137,800000,4,3.0,SHADOWLAWN,1910,5100,1925,,419,,Sold,,,https://www.redfin.com/FL/Miami/168-NE-47th-St-33137/home/42684437,MARMLS,A11016375,N,Y,25.818422,-80.1922795
PAST SALE,June-24-2021,Single Family Residential,401 NW 52nd St,Miami,FL,33127,300000,2,1.0,RAILWAY SHOPS ADDN 2ND AM,910,7200,1956,,330,,Sold,,,https://www.redfin.com/FL/Miami/401-NW-52nd-St-33127/home/42689877,MARMLS,A11033237,N,Y,25.8233963,-80.2029143
PAST SALE,September-30-2021,Single Family Residential,238 NW 48th St,Miami,FL,33127,788500,5,4.0,BUENA VISTA HEIGHTS EXTEN,,7150,2020,,,,Sold,,,https://www.redfin.com/FL/Miami/238-NW-48th-St-33127/home/42691971,MARMLS,A10965562,N,Y,25.8193024,-80.2008877
PAST SALE,,Single Family Residential,258 NW 41st St,Miami,FL,33127,370000,2,1.0,,1353,5250,1937,,273,,,,,https://www.redfin.com/FL/Miami/258-NW-41st-St-33127/home/43409741,,,N,Y,25.8137831,-80.2007787
PAST SALE,May-17-2021,Single Family Residential,574 NW 51st St,Miami,FL,33127,555574,3,3.0,RAILWAY SHOPS ADDN 2ND AM,2064,7200,1928,,269,,Sold,,,https://www.redfin.com/FL/Miami/574-NW-51st-St-33127/home/42691672,MARMLS,A11003630,N,Y,25.8219724,-80.2055292
PAST SALE,,Single Family Residential,224 NW 40th St,Miami,FL,33127,515000,4,1.0,,1140,5000,1938,,452,,,,,https://www.redfin.com/FL/Miami/224-NW-40th-St-33127/home/42688471,,,N,Y,25.8130439,-80.1999942
PAST SALE,,Single Family Residential,4520 NW 3rd Ave,Miami,FL,33127,420000,3,1.0,,1096,5916,1939,,383,,,,,https://www.redfin.com/FL/Miami/4520-NW-3rd-Ave-33127/home/42683430,,,N,Y,25.817385,-80.2019555
